DATAFLOW,LAST UPDATE,freq,nutrient,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,DK,2018,14132,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,DK,2019,14365,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2008,8000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2009,9000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2010,7000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2011,11000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2012,12000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2013,10807,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2014,10697,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2015,16448,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2016,14697,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2017,16421,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2018,16686,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EE,2019,17218,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2008,31000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2009,35000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2010,37000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2011,39000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2012,41000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2013,48895,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2014,50925,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2015,59730,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2016,53775,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2017,55185,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2018,58450,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EE,2019,62550,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2008,3000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2009,3000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2010,3000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2011,3000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2012,3000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2013,4534,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2014,4720,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2015,5032,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2016,4116,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2017,5283,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2018,4905,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EE,2019,6071,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2008,33000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2009,46000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2010,40000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2011,34000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2012,38000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2013,38674,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2014,35031,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2015,34718,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2016,36413,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2017,37963,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2018,41402,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EL,2019,43121,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2008,149000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2009,181000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2010,196000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2011,174000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2012,176000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2013,189208,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2014,179850,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2015,164463,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2016,173123,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2017,178263,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2018,177504,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EL,2019,183484,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2008,28000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2009,33000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2010,29000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2011,23000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2012,24000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2013,25523,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2014,22547,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2015,22042,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2016,22667,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2017,21903,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2018,22403,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EL,2019,22850,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2008,156000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2009,228000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2010,295000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2011,245000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2012,278000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2013,294308,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2014,300720,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2015,308596,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2016,323032,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2017,328454,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2018,314385,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,ES,2019,306687,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2008,732000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2009,813000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2010,965000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2011,803000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2012,907000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2013,1036779,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2014,1015402,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2015,987293,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2016,1019039,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2017,1072862,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2018,1032408,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,ES,2019,980386,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2008,69000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2009,141000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2010,170000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2011,156000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2012,169000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2013,186740,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2014,175689,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2015,169452,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2016,187347,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2017,184754,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2018,195409,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,ES,2019,188050,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2008,1685000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2009,2023000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2010,2388000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2011,2166000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2012,2250000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2015,2435773,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2016,2505795,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2017,2561462,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2018,2580049,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU,2019,2584282,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2008,9744000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2009,10164000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2010,10772000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2011,10387000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2012,10488000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2015,11126916,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2016,11522121,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2017,11657687,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2018,11087845,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU,2019,11001675,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2008,799000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2009,1004000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2010,1104000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2011,1026000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2012,1082000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2015,1114418,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2016,1177453,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2017,1186290,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2018,1189927,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU,2019,1192576,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU27_2020,2015,2205356,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU27_2020,2016,2274167,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU27_2020,2017,2342899,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU27_2020,2018,2359326,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU27_2020,2019,2370644,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU27_2020,2015,10103273,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU27_2020,2016,10487120,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU27_2020,2017,10626912,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU27_2020,2018,10050923,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU27_2020,2019,10039260,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU27_2020,2015,1027986,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU27_2020,2016,1091983,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU27_2020,2017,1103969,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU27_2020,2018,1108807,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU27_2020,2019,1114543,e
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU28,2015,2435773,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU28,2016,2505795,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,EU28,2017,2490239,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU28,2015,11126916,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU28,2016,11522121,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,EU28,2017,11311026,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU28,2015,1114418,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU28,2016,1177453,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,EU28,2017,1164431,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2008,29000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2009,35000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2010,33000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2011,30000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2012,29000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2013,28861,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2014,29349,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2015,30329,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2016,30874,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2017,31542,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2018,33493,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FI,2019,34084,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2008,138000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2009,141000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2010,142000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2011,143000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2012,143000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2013,145662,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2014,147557,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2015,147934,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2016,149074,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2017,139804,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2018,149181,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FI,2019,149394,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2008,11000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2009,13000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2010,12000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2011,10000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2012,10000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2013,10468,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2014,10053,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2015,9359,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2016,9693,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2017,9620,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2018,10279,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FI,2019,10390,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2008,333000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2009,346000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2010,454000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2011,398000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2012,413000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2013,398705,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2014,385003,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2015,361843,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2016,354384,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2017,371651,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2018,390489,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,FR,2019,390275,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2008,2113000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2009,2069000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2010,2161000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2011,2135000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2012,2141000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2013,2203845,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2014,2196362,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2015,2201671,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2016,2221823,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2017,2242926,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2018,2105178,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,FR,2019,2031211,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2008,150000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2009,177000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2010,203000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2011,192000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2012,213000,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2013,207151,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2014,181532,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2015,189822,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2016,176327,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2017,186106,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2018,171648,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,FR,2019,172516,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,HR,2015,22327,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,HR,2016,21979,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,HR,2017,22352,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,HR,2018,22678,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,K,T,HR,2019,22678,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,HR,2015,102456,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,HR,2016,107358,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,HR,2017,102456,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,HR,2018,108231,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,N,T,HR,2019,108231,p
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,HR,2015,11996,
ESTAT:TAI01(1.0),08/02/21 23:00:00,A,P,T,HR,2016,11248,
